name,address,phone,website,rating,reviews_count,category,hours,price_range,google_maps_url,search_query,scraped_at,latitude,longitude
The Earth Plate," Hotel Sahara Star, Western Express Hwy, Service Rd, opposite Terminal 1, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",,https://www.saharastar.com/,4.3,719,Buffet restaurant,,·₹₹₹₹,https://www.google.com/maps/place/The+Earth+Plate/data=!4m7!3m6!1s0x3be7c852830023b1:0x8e730e970d732319!8m2!3d19.095616!4d72.854023!16s%2Fg%2F1tfjp50c!19sChIJsSMAg1LI5zsRGSNzDZcOc44?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:08:31.162971,19.095616,72.854023
Foo Town," 82, Nagin Mahal, Veer Nariman Rd, Churchgate, Mumbai, Maharashtra 400020",099201 33488,http://www.fooasiantapas.com/,4.3,1124,Pan-Asian restaurant,,·₹₹₹,https://www.google.com/maps/place/Foo+Town/data=!4m7!3m6!1s0x3be7d181b52f23ad:0x3faa5c44f3ec1032!8m2!3d18.9335063!4d72.8257896!16s%2Fg%2F11fmp_lwwm!19sChIJrSMvtYHR5zsRMhDs80Rcqj8?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:10:38.294605,18.9335063,72.8257896
Shree Thaker Bhojanalay (Since 1945 )," Building No 31, Dadiseth Agiyari Ln, Marine Lines East, Gaiwadi, Kalbadevi, Mumbai, Maharashtra 400002",022 2206 9916,https://shreethakerbhojanalay.com/,4.0,752,Gujarati restaurant,,·₹600–800,https://www.google.com/maps/place/Shree+Thaker+Bhojanalay+%28Since+1945+%29/data=!4m7!3m6!1s0x3be7ce22638a33d3:0x200a9bea836b147b!8m2!3d18.9511591!4d72.8282341!16s%2Fg%2F11g8xh8d91!19sChIJ0zOKYyLO5zsRexRrg-qbCiA?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:12:44.732823,18.9511591,72.8282341
Garden Court," Sarkar Corner, Junction of J.P Road & Veera Desai Road, Opp Sports Complex, Azad Nagar, Andheri West, Mumbai, Maharashtra 400058",,https://www.gardencourtrestaurant.in/about-us/,4.1,56,Fine dining restaurant,,·₹₹₹,https://www.google.com/maps/place/Garden+Court/data=!4m7!3m6!1s0x3be7c9d8779a6785:0xa546db865b48e760!8m2!3d19.127175!4d72.837503!16s%2Fg%2F1tdmhyt8!19sChIJhWead9jJ5zsRYOdIW4bbRqU?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:12:51.387747,19.127175,72.837503
Khyber," 145, Mahatma Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",022 4039 6666,https://khyberrestaurant.com/,4.4,4474,North Indian restaurant,,·₹₹₹,https://www.google.com/maps/place/Khyber/data=!4m7!3m6!1s0x3be7c9b5ef98de73:0xf4177dac64a10dbf!8m2!3d18.9283774!4d72.8316863!16s%2Fg%2F11b7w6h5ng!19sChIJc96Y77XJ5zsRvw2hZKx9F_Q?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:14:58.623533,18.9283774,72.8316863
Mumbai Menu Restaurant," Corporate Lounge, Harsh Residency, Mira Bhayandar Rd, near Axis Bank, Kashimira, Mira Road East, Mumbai, Maharashtra 401107",082828 24231,https://www.instagram.com/mumbaimenumiraroad/,4.1,1354,Chinese restaurant,,,https://www.google.com/maps/place/Mumbai+Menu+Restaurant/data=!4m7!3m6!1s0x3be7b16713687cc3:0x16eb9c1cb083bf42!8m2!3d19.2769366!4d72.8815925!16s%2Fg%2F11h7krz2sf!19sChIJw3xoE2ex5zsRQr-DsByc6xY?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:17:05.410928,19.2769366,72.8815925
Townhall Restaurant," Unit no.1A & 1B, Lodha, World Crest, Senapati Bapat Marg, Upper Worli, Lower Parel, Mumbai, Maharashtra 400013",,http://www.town-hall.in/,4.4,1198,Chinese restaurant,,·₹₹₹₹,https://www.google.com/maps/place/Townhall+Restaurant/data=!4m7!3m6!1s0x3be7cfa002066c41:0xf695f4aa893b2435!8m2!3d19.0023187!4d72.8274995!16s%2Fg%2F11h0hnxy4_!19sChIJQWwGAqDP5zsRNSQ7iar0lfY?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:18:43.137453,19.0023187,72.8274995
Flavor Cottage - Multi Cuisine Restaurant," Shop No. B 04, Ground Floor SBUT Commercial Transit, Khara Tank Rd, Bhendi Bazaar, Mumbai, Maharashtra 400003",096196 05642,https://www.swiggy.com/city/mumbai/flavor-cottage-sbut-commercial-transit-chowpatty-fort-rest376669?utm_source=GooglePlaceOrder&utm_campaign=GoogleMap&is_retargeting=true&media_source=GooglePlaceOrder,4.3,16,North Indian restaurant,,·₹200–400,https://www.google.com/maps/place/Flavor+Cottage+-+Multi+Cuisine+Restaurant/data=!4m7!3m6!1s0x3be7cfb1131ff70d:0xf3a8905dddd8e227!8m2!3d18.9598073!4d72.8307809!16s%2Fg%2F11r8x7q52v!19sChIJDfcfE7HP5zsRJ-LY3V2QqPM?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:20:49.738053,18.9598073,72.8307809
Banjara Mumbai," Plot No. 34, Goldfinch Hotel, 21, MIDC Central Rd, M.I.D.C, Chakala Industrial Area (MIDC), Andheri East, Mumbai, Maharashtra 400093",022 6688 0909,https://www.goldfinchhotels.com/dining/#banjara,4.2,1143,Buffet restaurant,,·₹₹₹,https://www.google.com/maps/place/Banjara+Mumbai/data=!4m7!3m6!1s0x3be7c8234592436d:0xbd683de57cf9ee02!8m2!3d19.1196947!4d72.8701488!16s%2Fg%2F11ggk1zdqz!19sChIJbUOSRSPI5zsRAu75fOU9aL0?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:21:27.451566,19.1196947,72.8701488
Fenix," The Oberoi, Mumbai, Nariman Point, Mumbai, Maharashtra 400021",022 6632 6205,https://www.oberoihotels.com/hotels-in-mumbai/restaurants/fenix/?utm_source=GMBlisting&utm_medium=organic,4.3,717,European restaurant,,·₹₹₹₹,https://www.google.com/maps/place/Fenix/data=!4m7!3m6!1s0x3be7d1ef269603a9:0xdb819dad6a500149!8m2!3d18.927482!4d72.82075!16s%2Fg%2F12m990bnv!19sChIJqQOWJu_R5zsRSQFQaq2dgds?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:21:34.186021,18.927482,72.82075
The Goose and Gridiron," Murzabaan Streeet, opp. Sterling Theatre, Azad Maidan, Fort, Mumbai, Maharashtra 400001",099879 00626,https://www.swiggy.com/city/mumbai/goose-&-gridiron-chowpatty-chowpatty-fort-rest935244?utm_source=GooglePlaceOrder&utm_campaign=GoogleMap&is_retargeting=true&media_source=GooglePlaceOrder,4.4,1397,European restaurant,,·₹₹₹,https://www.google.com/maps/place/The+Goose+and+Gridiron/data=!4m7!3m6!1s0x3be7d1deb108bf05:0xc7c104a5fdf608ee!8m2!3d18.9381218!4d72.8333208!16s%2Fg%2F11f3cqdl70!19sChIJBb8Isd7R5zsR7gj2_aUEwcc?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:21:41.051776,18.9381218,72.8333208
Via Bombay," Jewel of chembur, Rd No. 1, opp. Bmc OFFice, near Natraj Cinema, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071",022 6709 9988,https://www.swiggy.com/city/mumbai/via-bombay-chembur-chembur-rest23342?utm_source=GooglePlaceOrder&utm_campaign=GoogleMap&is_retargeting=true&media_source=GooglePlaceOrder,4.5,4526,Maharashtrian Restaurant,,,https://www.google.com/maps/place/Via+Bombay/data=!4m7!3m6!1s0x3be7c77bdb1bf583:0xb4ca1e1f75220a44!8m2!3d19.0616703!4d72.8997268!16s%2Fg%2F11gvywr89s!19sChIJg_Ub23vH5zsRRAoidR8eyrQ?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:22:17.467844,19.0616703,72.8997268
"Punjab Grill Fort, Kala Ghoda"," Shop 38, Building 1, K Dubash Marg, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",074000 96123,https://stores.lbf.co.in/store-pages/punjab-grill-kalaghoda-fort-mumbai/,4.1,2994,Punjabi restaurant,,·₹₹₹,"https://www.google.com/maps/place/Punjab+Grill+Fort,+Kala+Ghoda/data=!4m7!3m6!1s0x3be7d1c3a395af9d:0xa7611c55b66a37f8!8m2!3d18.9279701!4d72.8322286!16s%2Fg%2F11h9_93yv0!19sChIJna-Vo8PR5zsR-DdqtlUcYac?authuser=0&hl=en&rclk=1",restaurants in Mumbai,2025-06-27T01:26:23.970414,18.9279701,72.8322286
Rehmania Restaurant," Isaak Manzil, 285, Sardar Vallabhbhai Patel Rd, Dongri, Mandvi, Mumbai, Maharashtra 400003",022 2345 6704,https://www.instagram.com/rehmaniarestaurant/,4.2,69,Indian restaurant,,·₹200–400,https://www.google.com/maps/place/Rehmania+Restaurant/data=!4m7!3m6!1s0x3be7ce3eecf9d1bd:0x3c6215cb6c1f4043!8m2!3d18.9575765!4d72.8333393!16s%2Fg%2F1pty55cq9!19sChIJvdH57D7O5zsRQ0AfbMsVYjw?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:26:31.257423,18.9575765,72.8333393
Gaylord Restaurant," Mayfair Building, V N Rd, Churchgate, Mumbai, Maharashtra 400020",070455 56060,https://gaylord.co.in/,4.3,1124,Continental restaurant,,·₹₹₹,https://www.google.com/maps/place/Gaylord+Restaurant/data=!4m7!3m6!1s0x3be7d1e7a36570f3:0x17fdc49676d89800!8m2!3d18.932879!4d72.8261013!16s%2Fg%2F1thllk3b!19sChIJ83Blo-fR5zsRAJjYdpbE_Rc?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:26:37.700278,18.932879,72.8261013
Copper Chimney - North Indian Family Restaurant in Worli," Ground Floor, Door No.12-A, Lotus Court, Dr Annie Besant Rd, Lotus Colony, Worli, Mumbai, Maharashtra 400018",022 4212 4222,http://www.copperchimney.in/,4.3,6169,North Indian restaurant,,·₹₹₹,https://www.google.com/maps/place/Copper+Chimney+-+North+Indian+Family+Restaurant+in+Worli/data=!4m7!3m6!1s0x3be7ce8796fc6aed:0xa8f11316d3c1da57!8m2!3d18.9882861!4d72.8141704!16s%2Fg%2F1tf6f2_p!19sChIJ7Wr8lofO5zsRV9rB0xYT8ag?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:26:43.731186,18.9882861,72.8141704
Seasonal Tastes," International Business Park, 18th Floor, International Business Park, Oberoi Garden City, Goregaon East, Goregaon, Mumbai, Maharashtra 400063",022 6736 1801,https://www.marriott.com/en-us/dining/restaurant-bar/bomwi-the-westin-mumbai-garden-city/5974873-seasonal-tastes.mi,4.4,642,Buffet restaurant,,"·₹2,000+",https://www.google.com/maps/place/Seasonal+Tastes/data=!4m7!3m6!1s0x3be7b7a8ffdc7ea9:0x71ad31b973b7b95a!8m2!3d19.1726204!4d72.8607354!16s%2Fg%2F1hc4r7ptc!19sChIJqX7c_6i35zsRWrm3c7kxrXE?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:26:51.169123,19.1726204,72.8607354
Global Fusion Sakinaka," Times Square Building, B-1, Andheri - Kurla Rd, near Marol Metro Station, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059",022 4263 1000,https://magicpin.in/app?action=walletrecharge&merchantId=262776&wfb=1&tabType=delivery&utm_source=reserve_google&utm_campaign=starter_integration&utm_medium=delivery&rwg_token=ACgRB3eSr8oHtWjz-OmrVrts8lbxPgHpMWSfjtUePntQ8kppbMHOaucpCWQw6eU-Kr3cRjM_ktNjFYdgmHnVkn6xE2khBPxolQ%3D%3D,4.3,5254,Buffet restaurant,,·₹₹₹,https://www.google.com/maps/place/Global+Fusion+Sakinaka/data=!4m7!3m6!1s0x3be7c86cda9bab43:0x76b1b5bc06ddec5e!8m2!3d19.1080233!4d72.8837626!16s%2Fg%2F1hjhhc_pk!19sChIJQ6ub2mzI5zsRXuzdBry1sXY?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:28:57.488659,19.1080233,72.8837626
Native Bombay," 10/12, Cochin St, Ballard Estate, Fort, Mumbai, Maharashtra 400001",096190 66000,http://www.nativebombay.com/,4.2,821,North Indian restaurant,,,https://www.google.com/maps/place/Native+Bombay/data=!4m7!3m6!1s0x3be7d1ab59b291bf:0x99868fc2b0b1534c!8m2!3d18.934816!4d72.8382471!16s%2Fg%2F11qb4v1w75!19sChIJv5GyWavR5zsRTFOxsMKPhpk?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:29:33.867176,18.934816,72.8382471
Nksha," ADCB Rehman Manzil, 1A / 1B, Veer Nariman Rd, Churchgate, Mumbai, Maharashtra 400020",098204 75555,https://swiggy.onelink.me/BVRZ?af_dp=swiggydiners://details/897352?source=GoogleReserve&af_ios_url=https://www.swiggy.com/restaurants/nksha-churchgate-andheri-west-mumbai-897352/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve&af_android_url=https://www.swiggy.com/restaurants/nksha-churchgate-andheri-west-mumbai-897352/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve&af_web_dp=https://www.swiggy.com/restaurants/nksha-churchgate-andheri-west-mumbai-897352/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve,4.4,5442,North Indian restaurant,,"·₹2,000+",https://www.google.com/maps/place/Nksha/data=!4m7!3m6!1s0x3be7d100a0c754ad:0x22b5205d73f42312!8m2!3d18.9328172!4d72.8269253!16s%2Fg%2F11trjw60dy!19sChIJrVTHoADR5zsREiP0c10gtSI?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:33:22.541494,18.9328172,72.8269253
Taftoon," Naman Centre Bank Of India, G Block Rd, opp. SIDBI, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",022 4973 5748,https://www.taftoon.in/,4.5,8,North Indian restaurant,,·₹₹₹,https://www.google.com/maps/place/Taftoon/data=!4m7!3m6!1s0x3be7c8dd512c3a3b:0x9b5f7381114f45c0!8m2!3d19.0601752!4d72.8628404!16s%2Fg%2F11f_p2l5yd!19sChIJOzosUd3I5zsRwEVPEYFzX5s?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:33:58.900896,19.0601752,72.8628404
SpiceKlub," Janta Industrial Estate, opposite Phoenix Mills 8A, Lower Parel, Mumbai, Maharashtra 400013",022 4610 4604,http://spiceklub.com/,4.1,2644,North Indian restaurant,,·₹₹₹,https://www.google.com/maps/place/SpiceKlub/data=!4m7!3m6!1s0x3be7ce8cc097ff7f:0xd0d7f6be2c27350d!8m2!3d18.9942947!4d72.8256209!16s%2Fg%2F11b7q0p46f!19sChIJf_-XwIzO5zsRDTUnLL7219A?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:36:05.831704,18.9942947,72.8256209
Farhang Restaurant," 251, P D'Mello Rd, opposite GPO, Indira Docks, Mumbai Port Trust, Fort, Mumbai, Maharashtra 400001",091677 56326,https://www.google.co.in/intl/en/about/products?tab=lh,4.1,2994,Mughlai restaurant,,·₹200–400,https://www.google.com/maps/place/Farhang+Restaurant/data=!4m7!3m6!1s0x3be7d1d98d7af1e1:0xec17b7fa36da81f9!8m2!3d18.9383403!4d72.8381946!16s%2Fg%2F1tcwdfy8!19sChIJ4fF6jdnR5zsR-YHaNvq3F-w?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:36:13.372131,18.9383403,72.8381946
Fleur Restaurant - The Fern Hotel Goregaon," 4/277, IB Patel Rd, Behind H.P Petrol, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 400063",082911 01177,https://www.zomato.com/mumbai/fleur-the-fern-goregaon-goregaon-east/menu#tabtop,4.3,1267,Buffet restaurant,,·₹₹₹,https://www.google.com/maps/place/Fleur+Restaurant+-+The+Fern+Hotel+Goregaon/data=!4m7!3m6!1s0x3be7b7b218b4a51f:0x7de9f37ae1f7f4d0!8m2!3d19.1618737!4d72.8567552!16s%2Fg%2F11css7mqdb!19sChIJH6W0GLK35zsR0PT34Xrz6X0?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:36:49.975775,19.1618737,72.8567552
Novaara Mumbai," Ground Floor, Unit No 01/B, Palm Spring Complex, 3, New Link Rd, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064",091671 22008,https://www.google.co.in/intl/en/about/products?tab=lh,3.9,240,Fine dining restaurant,,,https://www.google.com/maps/place/Novaara+Mumbai/data=!4m7!3m6!1s0x3be7b78d5aff42f9:0x77d449bcf17462fd!8m2!3d19.1867797!4d72.8349543!16s%2Fg%2F11w3mldt_5!19sChIJ-UL_Wo235zsR_WJ08bxJ1Hc?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:37:27.926747,19.1867797,72.8349543
Ocean Kitchen Fine Dine," Goldline Business Center, New Link Rd, near Greens Restaurant, Malad, Ram Nagar, Malad West, Mumbai, Maharashtra 400064",096656 53657,https://www.zomato.com/mumbai/ocean-kitchen-fine-dine-malad-west/book?utm_source=rwg,4.1,1424,Fine dining restaurant,,,https://www.google.com/maps/place/Ocean+Kitchen+Fine+Dine/data=!4m7!3m6!1s0x3be7b7fda494a497:0xbcf59eaf1338c0f0!8m2!3d19.1769224!4d72.8365241!16s%2Fg%2F11y1j_3c0l!19sChIJl6SUpP235zsR8MA4E6-e9bw?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:40:34.313721,19.1769224,72.8365241
Revival Restaurant - Pure Veg and Jain Restaurant | Sea Facing Restaurant | Pet Friendly Restaurant," Revival - 39 B, Chowpatty Seaface, near Chowpatty, Charni Road East, Chowpatty, Girgaon, Mumbai, Maharashtra 400007",091674 86405,https://www.instagram.com/revivalmumbai,4.1,2315,Vegetarian restaurant,,·₹₹₹,https://www.google.com/maps/place/Revival+Restaurant+-+Pure+Veg+and+Jain+Restaurant+%7C+Sea+Facing+Restaurant+%7C+Pet+Friendly+Restaurant/data=!4m7!3m6!1s0x3be7ce0fc821d359:0x190f6c02dc1fd8a!8m2!3d18.953639!4d72.815387!16s%2Fg%2F11b6g7jl48!19sChIJWdMhyA_O5zsRiv3BLcD2kAE?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:42:40.865797,18.953639,72.815387
Masala Bay," Ground Floor, Taj Lands End, BJ Road, Mount Mary, Bandra West, Mumbai, Maharashtra 400050",022 6668 1234,https://www.tajhotels.com/en-in/hotels/taj-lands-end-mumbai/restaurants/masala-bay?utm_source=Google&utm_medium=Local&utm_campaign=taj-lands-end-mumbai-masala-bay,4.5,6135,Restaurant,,"·₹2,000+",https://www.google.com/maps/place/Masala+Bay/data=!4m7!3m6!1s0x3be7c9450ec993cb:0x9bbabde37fb78b5c!8m2!3d19.0436333!4d72.8195358!16s%2Fg%2F1tgdgg4y!19sChIJy5PJDkXJ5zsRXIu3f-O9ups?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:42:48.864258,19.0436333,72.8195358
Seven Kitchens," Level 9M, The St. Regis, 462, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra 400013",022 6162 8422,https://www.marriott.com/hotels/hotel-information/restaurant/bomxr-the-st-regis-mumbai/,4.7,687,Buffet restaurant,,"·₹2,000+",https://www.google.com/maps/place/Seven+Kitchens/data=!4m7!3m6!1s0x3be7cf9cd097cf95:0xc361a2144a7d6c6f!8m2!3d18.9940667!4d72.824626!16s%2Fg%2F11hgmyxr13!19sChIJlc-X0JzP5zsRb2x9ShSiYcM?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:42:54.510967,18.9940667,72.824626
Dum Pukht," Itc Maratha, Shankar Mandal Road, Ashok Nagar, Andheri East, Mumbai, Maharashtra 400099",022 2830 3030,https://www.itchotels.com/in/en/itcmaratha-mumbai?utm_source=google&utm_medium=organic%20Search&utm_term=itcmaratha%20Restaurants&utm_campaign=listing,4.7,347,Restaurant,,"·₹2,000+",https://www.google.com/maps/place/Dum+Pukht/data=!4m7!3m6!1s0x3be7c8412eddfbc3:0x7229d46e0d5d6715!8m2!3d19.1038815!4d72.8698697!16s%2Fg%2F1tl1ly0b!19sChIJw_vdLkHI5zsRFWddDW7UKXI?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:43:00.828450,19.1038815,72.8698697
Amazonia," Unit No. 5, Godrej BKC, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",088288 84042,http://amazoniarestaurant.com/,4.5,677,Restaurant,,·₹₹₹₹,https://www.google.com/maps/place/Amazonia/data=!4m7!3m6!1s0x3be7c9b9fdf7b777:0xd2487c0ce242b1b5!8m2!3d19.059289!4d72.8653082!16s%2Fg%2F11sf0gn1_t!19sChIJd7f3_bnJ5zsRtbFC4gx8SNI?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:43:07.462057,19.059289,72.8653082
Wasabi by Morimoto," The Taj Mahal Palace, Mumbai, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",022 6665 3366,https://www.tajhotels.com/en-in/hotels/taj-mahal-tower-mumbai/restaurants/wasabi-by-morimoto-mumbai?utm_source=Google&utm_medium=Local&utm_campaign=taj-mahal-tower-mumbai-wasabi-by-morimoto,4.1,847,Japanese restaurant,,·₹₹₹₹,https://www.google.com/maps/place/Wasabi+by+Morimoto/data=!4m7!3m6!1s0x3be7d1c3068bf0e5:0xd5a3edef65c4dd4d!8m2!3d18.9225215!4d72.8332292!16s%2Fg%2F11rqx4wgj!19sChIJ5fCLBsPR5zsRTd3EZe_to9U?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:43:13.114699,18.9225215,72.8332292
Balwas Restaurant (Since 1970) Mughlai & Chinese," Maker Bhavan 3, Shop No. 1, Ground Floor, 19, Vitthaldas Thackersey Marg, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020",022 2207 0717,https://www.swiggy.com/city/mumbai/balwas-restaurant-marine-lines-chowpatty-fort-rest374009?utm_source=GooglePlaceOrder&utm_campaign=GoogleMap&is_retargeting=true&media_source=GooglePlaceOrder,4.3,1124,North Indian restaurant,,·₹₹,https://www.google.com/maps/place/Balwas+Restaurant+%28Since+1970%29+Mughlai+%26+Chinese/data=!4m7!3m6!1s0x3be7d1de2ddca537:0x196524b2dee23043!8m2!3d18.9394876!4d72.8283881!16s%2Fg%2F1tgcks5v!19sChIJN6XcLd7R5zsRQzDi3rIkZRk?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:43:19.876711,18.9394876,72.8283881
Mao Family Restaurant," 534, 536, Kalbadevi Rd, near Metro Big Cinemas, Marine Lines East, Dhobi Talao, Lohar Chawl, Kalbadevi, Mumbai, Maharashtra 400002",022 2205 0505,http://www.maofamilyrestaurant.com/,5.0,4,Family restaurant,,·₹200–400,https://www.google.com/maps/place/Mao+Family+Restaurant/data=!4m7!3m6!1s0x3be7ce203ee7faaf:0x91b06f6a2eb4f5a6!8m2!3d18.944454!4d72.829135!16s%2Fg%2F1ptyvz2r8!19sChIJr_rnPiDO5zsRpvW0LmpvsJE?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:43:56.220726,18.944454,72.829135
"Bayroute, Palladium Mall, Lower Parel"," 3rd Flr, Unit T-9, Palladium Mall, Senapati Bapat Marg, High Street, Phoenix, Lower Parel, Mumbai, Maharashtra 400013",082911 77913,https://phoenixpalladium.com/dine/Bayroute/411,4.5,3030,Middle Eastern restaurant,,·₹₹₹,"https://www.google.com/maps/place/Bayroute,+Palladium+Mall,+Lower+Parel/data=!4m7!3m6!1s0x3be7cf36a6a85659:0x1c5684ee018cfa09!8m2!3d18.9944161!4d72.8241197!16s%2Fg%2F11hzm4c5cf!19sChIJWVaopjbP5zsRCfqMAe6EVhw?authuser=0&hl=en&rclk=1",restaurants in Mumbai,2025-06-27T01:44:02.277261,18.9944161,72.8241197
The Mumbai Masala," Windsor Chambers, Cawasji Patel Rd, Fort, Mumbai, Maharashtra 400001",022 2287 7373,https://www.google.co.in/intl/en/about/products?tab=lh,4.4,1387,South Indian restaurant,,·₹₹,https://www.google.com/maps/place/The+Mumbai+Masala/data=!4m7!3m6!1s0x3be7d1dc82a46b6b:0x55d37e5d4a870acb!8m2!3d18.9337232!4d72.8338057!16s%2Fg%2F12hsfnphy!19sChIJa2ukgtzR5zsRywqHSl1-01U?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:46:10.061994,18.9337232,72.8338057
Bluet Restaurant by The Sahil Hotel," The Sahil Hotel, 292, Bellasis Rd, opp. City Centre Mall, RBI Staff Colony, Mumbai Central, Mumbai, Maharashtra 400008",022 2308 1421,https://www.thesahilhotel.com/,3.9,103,Chinese restaurant,,·₹400–600,https://www.google.com/maps/place/Bluet+Restaurant+by+The+Sahil+Hotel/data=!4m7!3m6!1s0x3be7cf5e0912b8d9:0xc033562507d24396!8m2!3d18.9687841!4d72.8238456!16s%2Fg%2F11v05swbg_!19sChIJ2bgSCV7P5zsRlkPSByVWM8A?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:46:47.094309,18.9687841,72.8238456
24/7 Restaurant," The Lalit, Mumbai, Airport Rd, Navpada, Marol, Andheri East, Mumbai, Maharashtra 400059",084510 04250,http://www.thelalit.com/the-lalit-mumbai/eat-and-drink/247-restaurant/,4.3,719,Buffet restaurant,,·₹₹₹₹,https://www.google.com/maps/place/24%2F7+Restaurant/data=!4m7!3m6!1s0x3be7c86a8598b1b1:0xcba651f48fee0c01!8m2!3d19.1055364!4d72.8758281!16s%2Fg%2F1q5bvhdj_!19sChIJsbGYhWrI5zsRAQzuj_RRpss?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:46:53.859943,19.1055364,72.8758281
Saffron JW Marriott Mumbai Juhu," Lower Lobby, Jw Marriott Mumbai Juhu, JW Marriott, Juhu Tara Rd, Juhu Tara, Juhu, Mumbai, Maharashtra 400049",022 6693 3344,https://www.saffronmumbai.in/,4.5,899,North Indian restaurant,,"·₹2,000+",https://www.google.com/maps/place/Saffron+JW+Marriott+Mumbai+Juhu/data=!4m7!3m6!1s0x3be7c9953e9d7953:0x2811de8d742661cc!8m2!3d19.1021443!4d72.825933!16s%2Fg%2F1w6_m8x_!19sChIJU3mdPpXJ5zsRzGEmdI3eESg?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:47:00.603153,19.1021443,72.825933
Flute 24 Hrs," 1st Floor, 96/98, Krishna Palace Hotel, Naushir Bharucha Marg, Grant Road (W), Nana Chowk, Mumbai, Maharashtra 400007",022 6629 3333,http://www.krishnapalaceresidency.com/,4.4,990,North Indian restaurant,,,https://www.google.com/maps/place/Flute+24+Hrs/data=!4m7!3m6!1s0x3be7ce0d1713000f:0xcd4f3b7d699b8416!8m2!3d18.9625421!4d72.8142198!16s%2Fg%2F11c31x9cpd!19sChIJDwATFw3O5zsRFoSbaX07T80?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:49:08.328732,18.9625421,72.8142198
